pokemon_id,name,base_experience,height_in_meters,weight_in_kg,hp,attack,defense,special_attack,special_defense,speed,primary_type,secondary_type,gender_rate,capture_rate,base_happiness,is_baby,is_legendary,is_mythical,color,shape,generation,total_stats
492.0,shaymin-land,270.0,0.2,2.1,100.0,100.0,100.0,100.0,100.0,100.0,grass,,-1.0,0.18,100.0,False,False,True,green,quadruped,Gen 4,600.0
493.0,arceus,324.0,3.2,320.0,120.0,120.0,120.0,120.0,120.0,120.0,normal,,-1.0,0.01,0.0,False,False,True,white,quadruped,Gen 4,720.0
494.0,victini,270.0,0.4,4.0,100.0,100.0,100.0,100.0,100.0,100.0,psychic,fire,-1.0,0.01,100.0,False,False,True,yellow,humanoid,Gen 5,600.0
495.0,snivy,62.0,0.6,8.1,45.0,45.0,55.0,45.0,55.0,63.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 5,308.0
496.0,servine,145.0,0.8,16.0,60.0,60.0,75.0,60.0,75.0,83.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 5,413.0
497.0,serperior,238.0,3.3,63.0,75.0,75.0,95.0,75.0,95.0,113.0,grass,,0.12,0.18,70.0,False,False,False,green,squiggle,Gen 5,528.0
498.0,tepig,62.0,0.5,9.9,65.0,63.0,45.0,45.0,45.0,45.0,fire,,0.12,0.18,70.0,False,False,False,red,quadruped,Gen 5,308.0
499.0,pignite,146.0,1.0,55.5,90.0,93.0,55.0,70.0,55.0,55.0,fire,fighting,0.12,0.18,70.0,False,False,False,red,upright,Gen 5,418.0
500.0,emboar,238.0,1.6,150.0,110.0,123.0,65.0,100.0,65.0,65.0,fire,fighting,0.12,0.18,70.0,False,False,False,red,upright,Gen 5,528.0
501.0,oshawott,62.0,0.5,5.9,55.0,55.0,45.0,63.0,45.0,45.0,water,,0.12,0.18,70.0,False,False,False,blue,upright,Gen 5,308.0
502.0,dewott,145.0,0.8,24.5,75.0,75.0,60.0,83.0,60.0,60.0,water,,0.12,0.18,70.0,False,False,False,blue,upright,Gen 5,413.0
503.0,samurott,238.0,1.5,94.6,95.0,100.0,85.0,108.0,70.0,70.0,water,,0.12,0.18,70.0,False,False,False,blue,quadruped,Gen 5,528.0
504.0,patrat,51.0,0.5,11.6,45.0,55.0,39.0,35.0,39.0,42.0,normal,,0.5,1.0,70.0,False,False,False,brown,quadruped,Gen 5,255.0
505.0,watchog,147.0,1.1,27.0,60.0,85.0,69.0,60.0,69.0,77.0,normal,,0.5,1.0,70.0,False,False,False,brown,upright,Gen 5,420.0
506.0,lillipup,55.0,0.4,4.1,45.0,60.0,45.0,25.0,45.0,55.0,normal,,0.5,1.0,70.0,False,False,False,brown,quadruped,Gen 5,275.0
507.0,herdier,130.0,0.9,14.7,65.0,80.0,65.0,35.0,65.0,60.0,normal,,0.5,0.47,70.0,False,False,False,gray,quadruped,Gen 5,370.0
508.0,stoutland,225.0,1.2,61.0,85.0,110.0,90.0,45.0,90.0,80.0,normal,,0.5,0.18,70.0,False,False,False,gray,quadruped,Gen 5,500.0
509.0,purrloin,56.0,0.4,10.1,41.0,50.0,37.0,50.0,37.0,66.0,dark,,0.5,1.0,70.0,False,False,False,purple,quadruped,Gen 5,281.0
510.0,liepard,156.0,1.1,37.5,64.0,88.0,50.0,88.0,50.0,106.0,dark,,0.5,0.35,70.0,False,False,False,purple,quadruped,Gen 5,446.0
511.0,pansage,63.0,0.6,10.5,50.0,53.0,48.0,53.0,48.0,64.0,grass,,0.12,0.75,70.0,False,False,False,green,upright,Gen 5,316.0
512.0,simisage,174.0,1.1,30.5,75.0,98.0,63.0,98.0,63.0,101.0,grass,,0.12,0.29,70.0,False,False,False,green,upright,Gen 5,498.0
513.0,pansear,63.0,0.6,11.0,50.0,53.0,48.0,53.0,48.0,64.0,fire,,0.12,0.75,70.0,False,False,False,red,upright,Gen 5,316.0
514.0,simisear,174.0,1.0,28.0,75.0,98.0,63.0,98.0,63.0,101.0,fire,,0.12,0.29,70.0,False,False,False,red,upright,Gen 5,498.0
515.0,panpour,63.0,0.6,13.5,50.0,53.0,48.0,53.0,48.0,64.0,water,,0.12,0.75,70.0,False,False,False,blue,upright,Gen 5,316.0
516.0,simipour,174.0,1.0,29.0,75.0,98.0,63.0,98.0,63.0,101.0,water,,0.12,0.29,70.0,False,False,False,blue,upright,Gen 5,498.0
517.0,munna,58.0,0.6,23.3,76.0,25.0,45.0,67.0,55.0,24.0,psychic,,0.5,0.75,70.0,False,False,False,pink,quadruped,Gen 5,292.0
518.0,musharna,170.0,1.1,60.5,116.0,55.0,85.0,107.0,95.0,29.0,psychic,,0.5,0.29,70.0,False,False,False,pink,humanoid,Gen 5,487.0
519.0,pidove,53.0,0.3,2.1,50.0,55.0,50.0,36.0,30.0,43.0,normal,flying,0.5,1.0,70.0,False,False,False,gray,wings,Gen 5,264.0
520.0,tranquill,125.0,0.6,15.0,62.0,77.0,62.0,50.0,42.0,65.0,normal,flying,0.5,0.47,70.0,False,False,False,gray,wings,Gen 5,358.0
521.0,unfezant,220.0,1.2,29.0,80.0,115.0,80.0,65.0,55.0,93.0,normal,flying,0.5,0.18,70.0,False,False,False,gray,wings,Gen 5,488.0
522.0,blitzle,59.0,0.8,29.8,45.0,60.0,32.0,50.0,32.0,76.0,electric,,0.5,0.75,70.0,False,False,False,black,quadruped,Gen 5,295.0
523.0,zebstrika,174.0,1.6,79.5,75.0,100.0,63.0,80.0,63.0,116.0,electric,,0.5,0.29,70.0,False,False,False,black,quadruped,Gen 5,497.0
524.0,roggenrola,56.0,0.4,18.0,55.0,75.0,85.0,25.0,25.0,15.0,rock,,0.5,1.0,70.0,False,False,False,blue,legs,Gen 5,280.0
525.0,boldore,137.0,0.9,102.0,70.0,105.0,105.0,50.0,40.0,20.0,rock,,0.5,0.47,70.0,False,False,False,blue,tentacles,Gen 5,390.0
526.0,gigalith,232.0,1.7,260.0,85.0,135.0,130.0,60.0,80.0,25.0,rock,,0.5,0.18,70.0,False,False,False,blue,tentacles,Gen 5,515.0
527.0,woobat,65.0,0.4,2.1,65.0,45.0,43.0,55.0,43.0,72.0,psychic,flying,0.5,0.75,70.0,False,False,False,blue,wings,Gen 5,323.0
528.0,swoobat,149.0,0.9,10.5,67.0,57.0,55.0,77.0,55.0,114.0,psychic,flying,0.5,0.18,70.0,False,False,False,blue,wings,Gen 5,425.0
529.0,drilbur,66.0,0.3,8.5,60.0,85.0,40.0,30.0,45.0,68.0,ground,,0.5,0.47,70.0,False,False,False,gray,upright,Gen 5,328.0
530.0,excadrill,178.0,0.7,40.4,110.0,135.0,60.0,50.0,65.0,88.0,ground,steel,0.5,0.24,70.0,False,False,False,gray,humanoid,Gen 5,508.0
531.0,audino,390.0,1.1,31.0,103.0,60.0,86.0,60.0,86.0,50.0,normal,,0.5,1.0,70.0,False,False,False,pink,upright,Gen 5,445.0
532.0,timburr,61.0,0.6,12.5,75.0,80.0,55.0,25.0,35.0,35.0,fighting,,0.25,0.71,70.0,False,False,False,gray,humanoid,Gen 5,305.0
533.0,gurdurr,142.0,1.2,40.0,85.0,105.0,85.0,40.0,50.0,40.0,fighting,,0.25,0.35,70.0,False,False,False,gray,humanoid,Gen 5,405.0
534.0,conkeldurr,227.0,1.4,87.0,105.0,140.0,95.0,55.0,65.0,45.0,fighting,,0.25,0.18,70.0,False,False,False,brown,humanoid,Gen 5,505.0
535.0,tympole,59.0,0.5,4.5,50.0,50.0,40.0,50.0,40.0,64.0,water,,0.5,1.0,70.0,False,False,False,blue,fish,Gen 5,294.0
536.0,palpitoad,134.0,0.8,17.0,75.0,65.0,55.0,65.0,55.0,69.0,water,ground,0.5,0.47,70.0,False,False,False,blue,upright,Gen 5,384.0
537.0,seismitoad,229.0,1.5,62.0,105.0,95.0,75.0,85.0,75.0,74.0,water,ground,0.5,0.18,70.0,False,False,False,blue,humanoid,Gen 5,509.0
538.0,throh,163.0,1.3,55.5,120.0,100.0,85.0,30.0,85.0,45.0,fighting,,0.0,0.18,70.0,False,False,False,red,humanoid,Gen 5,465.0
539.0,sawk,163.0,1.4,51.0,75.0,125.0,75.0,30.0,75.0,85.0,fighting,,0.0,0.18,70.0,False,False,False,blue,humanoid,Gen 5,465.0
540.0,sewaddle,62.0,0.3,2.5,45.0,53.0,70.0,40.0,60.0,42.0,bug,grass,0.5,1.0,70.0,False,False,False,yellow,armor,Gen 5,310.0
541.0,swadloon,133.0,0.5,7.3,55.0,63.0,90.0,50.0,80.0,42.0,bug,grass,0.5,0.47,70.0,False,False,False,green,arms,Gen 5,380.0
542.0,leavanny,225.0,1.2,20.5,75.0,103.0,80.0,70.0,80.0,92.0,bug,grass,0.5,0.18,70.0,False,False,False,yellow,humanoid,Gen 5,500.0
543.0,venipede,52.0,0.4,5.3,30.0,45.0,59.0,30.0,39.0,57.0,bug,poison,0.5,1.0,70.0,False,False,False,red,armor,Gen 5,260.0
544.0,whirlipede,126.0,1.2,58.5,40.0,55.0,99.0,40.0,79.0,47.0,bug,poison,0.5,0.47,70.0,False,False,False,gray,ball,Gen 5,360.0
545.0,scolipede,218.0,2.5,200.5,60.0,100.0,89.0,55.0,69.0,112.0,bug,poison,0.5,0.18,70.0,False,False,False,red,armor,Gen 5,485.0
546.0,cottonee,56.0,0.3,0.6,40.0,27.0,60.0,37.0,50.0,66.0,grass,fairy,0.5,0.75,70.0,False,False,False,green,ball,Gen 5,280.0
547.0,whimsicott,168.0,0.7,6.6,60.0,67.0,85.0,77.0,75.0,116.0,grass,fairy,0.5,0.29,70.0,False,False,False,green,humanoid,Gen 5,480.0
548.0,petilil,56.0,0.5,6.6,45.0,35.0,50.0,70.0,50.0,30.0,grass,,1.0,0.75,70.0,False,False,False,green,blob,Gen 5,280.0
549.0,lilligant,168.0,1.1,16.3,70.0,60.0,75.0,110.0,75.0,90.0,grass,,1.0,0.29,70.0,False,False,False,green,blob,Gen 5,480.0
550.0,basculin-red-striped,161.0,1.0,18.0,70.0,92.0,65.0,80.0,55.0,98.0,water,,0.5,0.1,70.0,False,False,False,green,fish,Gen 5,460.0
551.0,sandile,58.0,0.7,15.2,50.0,72.0,35.0,35.0,35.0,65.0,ground,dark,0.5,0.71,70.0,False,False,False,brown,quadruped,Gen 5,292.0
552.0,krokorok,123.0,1.0,33.4,60.0,82.0,45.0,45.0,45.0,74.0,ground,dark,0.5,0.35,70.0,False,False,False,brown,quadruped,Gen 5,351.0
553.0,krookodile,234.0,1.5,96.3,95.0,117.0,80.0,65.0,70.0,92.0,ground,dark,0.5,0.18,70.0,False,False,False,red,upright,Gen 5,519.0
554.0,darumaka,63.0,0.6,37.5,70.0,90.0,45.0,15.0,45.0,50.0,fire,,0.5,0.47,70.0,False,False,False,red,humanoid,Gen 5,315.0
555.0,darmanitan-standard,168.0,1.3,92.9,105.0,140.0,55.0,30.0,55.0,95.0,fire,,0.5,0.24,70.0,False,False,False,red,quadruped,Gen 5,480.0
556.0,maractus,161.0,1.0,28.0,75.0,86.0,67.0,106.0,67.0,60.0,grass,,0.5,1.0,70.0,False,False,False,green,blob,Gen 5,461.0
557.0,dwebble,65.0,0.3,14.5,50.0,65.0,85.0,35.0,35.0,55.0,bug,rock,0.5,0.75,70.0,False,False,False,red,armor,Gen 5,325.0
558.0,crustle,170.0,1.4,200.0,70.0,105.0,125.0,65.0,75.0,45.0,bug,rock,0.5,0.29,70.0,False,False,False,red,armor,Gen 5,485.0
559.0,scraggy,70.0,0.6,11.8,50.0,75.0,70.0,35.0,70.0,48.0,dark,fighting,0.5,0.71,35.0,False,False,False,yellow,upright,Gen 5,348.0
560.0,scrafty,171.0,1.1,30.0,65.0,90.0,115.0,45.0,115.0,58.0,dark,fighting,0.5,0.35,70.0,False,False,False,red,upright,Gen 5,488.0
561.0,sigilyph,172.0,1.4,14.0,72.0,58.0,80.0,103.0,80.0,97.0,psychic,flying,0.5,0.18,70.0,False,False,False,black,wings,Gen 5,490.0
562.0,yamask,61.0,0.5,1.5,38.0,30.0,85.0,55.0,65.0,30.0,ghost,,0.5,0.75,70.0,False,False,False,black,arms,Gen 5,303.0
563.0,cofagrigus,169.0,1.7,76.5,58.0,50.0,145.0,95.0,105.0,30.0,ghost,,0.5,0.35,70.0,False,False,False,yellow,blob,Gen 5,483.0
564.0,tirtouga,71.0,0.7,16.5,54.0,78.0,103.0,53.0,45.0,22.0,water,rock,0.12,0.18,70.0,False,False,False,blue,quadruped,Gen 5,355.0
565.0,carracosta,173.0,1.2,81.0,74.0,108.0,133.0,83.0,65.0,32.0,water,rock,0.12,0.18,70.0,False,False,False,blue,upright,Gen 5,495.0
566.0,archen,71.0,0.5,9.5,55.0,112.0,45.0,74.0,45.0,70.0,rock,flying,0.12,0.18,70.0,False,False,False,yellow,wings,Gen 5,401.0
567.0,archeops,177.0,1.4,32.0,75.0,140.0,65.0,112.0,65.0,110.0,rock,flying,0.12,0.18,70.0,False,False,False,yellow,wings,Gen 5,567.0
568.0,trubbish,66.0,0.6,31.0,50.0,50.0,62.0,40.0,62.0,65.0,poison,,0.5,0.75,70.0,False,False,False,green,humanoid,Gen 5,329.0
569.0,garbodor,166.0,1.9,107.3,80.0,95.0,82.0,60.0,82.0,75.0,poison,,0.5,0.24,70.0,False,False,False,green,humanoid,Gen 5,474.0
570.0,zorua,66.0,0.7,12.5,40.0,65.0,40.0,80.0,40.0,65.0,dark,,0.12,0.29,70.0,False,False,False,gray,quadruped,Gen 5,330.0
571.0,zoroark,179.0,1.6,81.1,60.0,105.0,60.0,120.0,60.0,105.0,dark,,0.12,0.18,70.0,False,False,False,gray,upright,Gen 5,510.0
572.0,minccino,60.0,0.4,5.8,55.0,50.0,40.0,40.0,40.0,75.0,normal,,0.75,1.0,70.0,False,False,False,gray,quadruped,Gen 5,300.0
573.0,cinccino,165.0,0.5,7.5,75.0,95.0,60.0,65.0,60.0,115.0,normal,,0.75,0.24,70.0,False,False,False,gray,quadruped,Gen 5,470.0
574.0,gothita,58.0,0.4,5.8,45.0,30.0,50.0,55.0,65.0,45.0,psychic,,0.75,0.78,70.0,False,False,False,purple,humanoid,Gen 5,290.0
575.0,gothorita,137.0,0.7,18.0,60.0,45.0,70.0,75.0,85.0,55.0,psychic,,0.75,0.39,70.0,False,False,False,purple,humanoid,Gen 5,390.0
576.0,gothitelle,221.0,1.5,44.0,70.0,55.0,95.0,95.0,110.0,65.0,psychic,,0.75,0.2,70.0,False,False,False,purple,humanoid,Gen 5,490.0
577.0,solosis,58.0,0.3,1.0,45.0,30.0,40.0,105.0,50.0,20.0,psychic,,0.5,0.78,70.0,False,False,False,green,ball,Gen 5,290.0
578.0,duosion,130.0,0.6,8.0,65.0,40.0,50.0,125.0,60.0,30.0,psychic,,0.5,0.39,70.0,False,False,False,green,ball,Gen 5,370.0
579.0,reuniclus,221.0,1.0,20.1,110.0,65.0,75.0,125.0,85.0,30.0,psychic,,0.5,0.2,70.0,False,False,False,green,arms,Gen 5,490.0
580.0,ducklett,61.0,0.5,5.5,62.0,44.0,50.0,44.0,50.0,55.0,water,flying,0.5,0.75,70.0,False,False,False,blue,wings,Gen 5,305.0
581.0,swanna,166.0,1.3,24.2,75.0,87.0,63.0,87.0,63.0,98.0,water,flying,0.5,0.18,70.0,False,False,False,white,wings,Gen 5,473.0
582.0,vanillite,61.0,0.4,5.7,36.0,50.0,50.0,65.0,60.0,44.0,ice,,0.5,1.0,70.0,False,False,False,white,blob,Gen 5,305.0
583.0,vanillish,138.0,1.1,41.0,51.0,65.0,65.0,80.0,75.0,59.0,ice,,0.5,0.47,70.0,False,False,False,white,blob,Gen 5,395.0
584.0,vanilluxe,241.0,1.3,57.5,71.0,95.0,85.0,110.0,95.0,79.0,ice,,0.5,0.18,70.0,False,False,False,white,heads,Gen 5,535.0
585.0,deerling,67.0,0.6,19.5,60.0,60.0,50.0,40.0,50.0,75.0,normal,grass,0.5,0.75,70.0,False,False,False,pink,quadruped,Gen 5,335.0
586.0,sawsbuck,166.0,1.9,92.5,80.0,100.0,70.0,60.0,70.0,95.0,normal,grass,0.5,0.29,70.0,False,False,False,brown,quadruped,Gen 5,475.0
587.0,emolga,150.0,0.4,5.0,55.0,75.0,60.0,75.0,60.0,103.0,electric,flying,0.5,0.78,70.0,False,False,False,white,quadruped,Gen 5,428.0
588.0,karrablast,63.0,0.5,5.9,50.0,75.0,45.0,40.0,45.0,60.0,bug,,0.5,0.78,70.0,False,False,False,blue,humanoid,Gen 5,315.0
589.0,escavalier,173.0,1.0,33.0,70.0,135.0,105.0,60.0,105.0,20.0,bug,steel,0.5,0.29,70.0,False,False,False,gray,arms,Gen 5,495.0
590.0,foongus,59.0,0.2,1.0,69.0,55.0,45.0,55.0,55.0,15.0,grass,poison,0.5,0.75,70.0,False,False,False,white,arms,Gen 5,294.0
591.0,amoonguss,162.0,0.6,10.5,114.0,85.0,70.0,85.0,80.0,30.0,grass,poison,0.5,0.29,70.0,False,False,False,white,arms,Gen 5,464.0
592.0,frillish,67.0,1.2,33.0,55.0,40.0,50.0,65.0,85.0,40.0,water,ghost,0.5,0.75,70.0,False,False,False,white,tentacles,Gen 5,335.0
593.0,jellicent,168.0,2.2,135.0,100.0,60.0,70.0,85.0,105.0,60.0,water,ghost,0.5,0.24,70.0,False,False,False,white,tentacles,Gen 5,480.0
594.0,alomomola,165.0,1.2,31.6,165.0,75.0,80.0,40.0,45.0,65.0,water,,0.5,0.29,70.0,False,False,False,pink,fish,Gen 5,470.0
595.0,joltik,64.0,0.1,0.6,50.0,47.0,50.0,57.0,50.0,65.0,bug,electric,0.5,0.75,70.0,False,False,False,yellow,armor,Gen 5,319.0
596.0,galvantula,165.0,0.8,14.3,70.0,77.0,60.0,97.0,60.0,108.0,bug,electric,0.5,0.29,70.0,False,False,False,yellow,armor,Gen 5,472.0
597.0,ferroseed,61.0,0.6,18.8,44.0,50.0,91.0,24.0,86.0,10.0,grass,steel,0.5,1.0,70.0,False,False,False,gray,ball,Gen 5,305.0
598.0,ferrothorn,171.0,1.0,110.0,74.0,94.0,131.0,54.0,116.0,20.0,grass,steel,0.5,0.35,70.0,False,False,False,gray,tentacles,Gen 5,489.0
599.0,klink,60.0,0.3,21.0,40.0,55.0,70.0,45.0,60.0,30.0,steel,,-1.0,0.51,70.0,False,False,False,gray,heads,Gen 5,300.0
600.0,klang,154.0,0.6,51.0,60.0,80.0,95.0,70.0,85.0,50.0,steel,,-1.0,0.24,70.0,False,False,False,gray,heads,Gen 5,440.0
601.0,klinklang,234.0,0.6,81.0,60.0,100.0,115.0,70.0,85.0,90.0,steel,,-1.0,0.12,70.0,False,False,False,gray,heads,Gen 5,520.0
602.0,tynamo,55.0,0.2,0.3,35.0,55.0,40.0,45.0,40.0,60.0,electric,,0.5,0.75,70.0,False,False,False,white,fish,Gen 5,275.0
603.0,eelektrik,142.0,1.2,22.0,65.0,85.0,70.0,75.0,70.0,40.0,electric,,0.5,0.24,70.0,False,False,False,blue,fish,Gen 5,405.0
604.0,eelektross,232.0,2.1,80.5,85.0,115.0,80.0,105.0,80.0,50.0,electric,,0.5,0.12,70.0,False,False,False,blue,fish,Gen 5,515.0
605.0,elgyem,67.0,0.5,9.0,55.0,55.0,55.0,85.0,55.0,30.0,psychic,,0.5,1.0,70.0,False,False,False,blue,upright,Gen 5,335.0
606.0,beheeyem,170.0,1.0,34.5,75.0,75.0,75.0,125.0,95.0,40.0,psychic,,0.5,0.35,70.0,False,False,False,brown,humanoid,Gen 5,485.0
607.0,litwick,55.0,0.3,3.1,50.0,30.0,55.0,65.0,55.0,20.0,ghost,fire,0.5,0.75,70.0,False,False,False,white,blob,Gen 5,275.0
608.0,lampent,130.0,0.6,13.0,60.0,40.0,60.0,95.0,60.0,55.0,ghost,fire,0.5,0.35,70.0,False,False,False,black,arms,Gen 5,370.0
609.0,chandelure,234.0,1.0,34.3,60.0,55.0,90.0,145.0,90.0,80.0,ghost,fire,0.5,0.18,70.0,False,False,False,black,arms,Gen 5,520.0
610.0,axew,64.0,0.6,18.0,46.0,87.0,60.0,30.0,40.0,57.0,dragon,,0.5,0.29,35.0,False,False,False,green,upright,Gen 5,320.0
611.0,fraxure,144.0,1.0,36.0,66.0,117.0,70.0,40.0,50.0,67.0,dragon,,0.5,0.24,35.0,False,False,False,green,upright,Gen 5,410.0
612.0,haxorus,243.0,1.8,105.5,76.0,147.0,90.0,60.0,70.0,97.0,dragon,,0.5,0.18,35.0,False,False,False,yellow,upright,Gen 5,540.0
613.0,cubchoo,61.0,0.5,8.5,55.0,70.0,40.0,60.0,40.0,40.0,ice,,0.5,0.47,70.0,False,False,False,white,upright,Gen 5,305.0
614.0,beartic,177.0,2.6,260.0,95.0,130.0,80.0,70.0,80.0,50.0,ice,,0.5,0.24,70.0,False,False,False,white,quadruped,Gen 5,505.0
615.0,cryogonal,180.0,1.1,148.0,80.0,50.0,50.0,95.0,135.0,105.0,ice,,-1.0,0.1,70.0,False,False,False,blue,ball,Gen 5,515.0
616.0,shelmet,61.0,0.4,7.7,50.0,40.0,85.0,40.0,65.0,25.0,bug,,0.5,0.78,70.0,False,False,False,red,ball,Gen 5,305.0
617.0,accelgor,173.0,0.8,25.3,80.0,70.0,40.0,100.0,60.0,145.0,bug,,0.5,0.29,70.0,False,False,False,red,arms,Gen 5,495.0
618.0,stunfisk,165.0,0.7,11.0,109.0,66.0,84.0,81.0,99.0,32.0,ground,electric,0.5,0.29,70.0,False,False,False,brown,fish,Gen 5,471.0
619.0,mienfoo,70.0,0.9,20.0,45.0,85.0,50.0,55.0,50.0,65.0,fighting,,0.5,0.71,70.0,False,False,False,yellow,upright,Gen 5,350.0
620.0,mienshao,179.0,1.4,35.5,65.0,125.0,60.0,95.0,60.0,105.0,fighting,,0.5,0.18,70.0,False,False,False,purple,upright,Gen 5,510.0
621.0,druddigon,170.0,1.6,139.0,77.0,120.0,90.0,60.0,90.0,48.0,dragon,,0.5,0.18,70.0,False,False,False,red,upright,Gen 5,485.0
622.0,golett,61.0,1.0,92.0,59.0,74.0,50.0,35.0,50.0,35.0,ground,ghost,-1.0,0.75,70.0,False,False,False,green,humanoid,Gen 5,303.0
623.0,golurk,169.0,2.8,330.0,89.0,124.0,80.0,55.0,80.0,55.0,ground,ghost,-1.0,0.35,70.0,False,False,False,green,humanoid,Gen 5,483.0
624.0,pawniard,68.0,0.5,10.2,45.0,85.0,70.0,40.0,40.0,60.0,dark,steel,0.5,0.47,35.0,False,False,False,red,humanoid,Gen 5,340.0
625.0,bisharp,172.0,1.6,70.0,65.0,125.0,100.0,60.0,70.0,70.0,dark,steel,0.5,0.18,35.0,False,False,False,red,humanoid,Gen 5,490.0
626.0,bouffalant,172.0,1.6,94.6,95.0,110.0,95.0,40.0,95.0,55.0,normal,,0.5,0.18,70.0,False,False,False,brown,quadruped,Gen 5,490.0
627.0,rufflet,70.0,0.5,10.5,70.0,83.0,50.0,37.0,50.0,60.0,normal,flying,0.0,0.75,70.0,False,False,False,white,wings,Gen 5,350.0
628.0,braviary,179.0,1.5,41.0,100.0,123.0,75.0,57.0,75.0,80.0,normal,flying,0.0,0.24,70.0,False,False,False,red,wings,Gen 5,510.0
629.0,vullaby,74.0,0.5,9.0,70.0,55.0,75.0,45.0,65.0,60.0,dark,flying,1.0,0.75,35.0,False,False,False,brown,wings,Gen 5,370.0
630.0,mandibuzz,179.0,1.2,39.5,110.0,65.0,105.0,55.0,95.0,80.0,dark,flying,1.0,0.24,35.0,False,False,False,brown,wings,Gen 5,510.0
631.0,heatmor,169.0,1.4,58.0,85.0,97.0,66.0,105.0,66.0,65.0,fire,,0.5,0.35,70.0,False,False,False,red,upright,Gen 5,484.0
632.0,durant,169.0,0.3,33.0,58.0,109.0,112.0,48.0,48.0,109.0,bug,steel,0.5,0.35,70.0,False,False,False,gray,armor,Gen 5,484.0
633.0,deino,60.0,0.8,17.3,52.0,65.0,50.0,45.0,50.0,38.0,dark,dragon,0.5,0.18,35.0,False,False,False,blue,quadruped,Gen 5,300.0
634.0,zweilous,147.0,1.4,50.0,72.0,85.0,70.0,65.0,70.0,58.0,dark,dragon,0.5,0.18,35.0,False,False,False,blue,quadruped,Gen 5,420.0
635.0,hydreigon,270.0,1.8,160.0,92.0,105.0,90.0,125.0,90.0,98.0,dark,dragon,0.5,0.18,35.0,False,False,False,blue,upright,Gen 5,600.0
636.0,larvesta,72.0,1.1,28.8,55.0,85.0,55.0,50.0,55.0,60.0,bug,fire,0.5,0.18,70.0,False,False,False,white,armor,Gen 5,360.0
637.0,volcarona,248.0,1.6,46.0,85.0,60.0,65.0,135.0,105.0,100.0,bug,fire,0.5,0.06,70.0,False,False,False,white,bug-wings,Gen 5,550.0
638.0,cobalion,261.0,2.1,250.0,91.0,90.0,129.0,90.0,72.0,108.0,steel,fighting,-1.0,0.01,35.0,False,True,False,blue,quadruped,Gen 5,580.0
639.0,terrakion,261.0,1.9,260.0,91.0,129.0,90.0,72.0,90.0,108.0,rock,fighting,-1.0,0.01,35.0,False,True,False,gray,quadruped,Gen 5,580.0
640.0,virizion,261.0,2.0,200.0,91.0,90.0,72.0,90.0,129.0,108.0,grass,fighting,-1.0,0.01,35.0,False,True,False,green,quadruped,Gen 5,580.0
641.0,tornadus-incarnate,261.0,1.5,63.0,79.0,115.0,70.0,125.0,80.0,111.0,flying,,0.0,0.01,90.0,False,True,False,green,arms,Gen 5,580.0
642.0,thundurus-incarnate,261.0,1.5,61.0,79.0,115.0,70.0,125.0,80.0,111.0,electric,flying,0.0,0.01,90.0,False,True,False,blue,arms,Gen 5,580.0
643.0,reshiram,306.0,3.2,330.0,100.0,120.0,100.0,150.0,120.0,90.0,dragon,fire,-1.0,0.01,0.0,False,True,False,white,wings,Gen 5,680.0
644.0,zekrom,306.0,2.9,345.0,100.0,150.0,120.0,120.0,100.0,90.0,dragon,electric,-1.0,0.01,0.0,False,True,False,black,upright,Gen 5,680.0
645.0,landorus-incarnate,270.0,1.5,68.0,89.0,125.0,90.0,115.0,80.0,101.0,ground,flying,0.0,0.01,90.0,False,True,False,brown,arms,Gen 5,600.0
646.0,kyurem,297.0,3.0,325.0,125.0,130.0,90.0,130.0,90.0,95.0,dragon,ice,-1.0,0.01,0.0,False,True,False,gray,upright,Gen 5,660.0
647.0,keldeo-ordinary,261.0,1.4,48.5,91.0,72.0,90.0,129.0,90.0,108.0,water,fighting,-1.0,0.01,35.0,False,False,True,yellow,quadruped,Gen 5,580.0
648.0,meloetta-aria,270.0,0.6,6.5,100.0,77.0,77.0,128.0,128.0,90.0,normal,psychic,-1.0,0.01,100.0,False,False,True,white,humanoid,Gen 5,600.0
649.0,genesect,270.0,1.5,82.5,71.0,120.0,95.0,120.0,95.0,99.0,bug,steel,-1.0,0.01,0.0,False,False,True,purple,humanoid,Gen 5,600.0
650.0,chespin,63.0,0.4,9.0,56.0,61.0,65.0,48.0,45.0,38.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 6,313.0
651.0,quilladin,142.0,0.7,29.0,61.0,78.0,95.0,56.0,58.0,57.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 6,405.0
652.0,chesnaught,239.0,1.6,90.0,88.0,107.0,122.0,74.0,75.0,64.0,grass,fighting,0.12,0.18,70.0,False,False,False,green,upright,Gen 6,530.0
653.0,fennekin,61.0,0.4,9.4,40.0,45.0,40.0,62.0,60.0,60.0,fire,,0.12,0.18,70.0,False,False,False,red,quadruped,Gen 6,307.0
654.0,braixen,143.0,1.0,14.5,59.0,59.0,58.0,90.0,70.0,73.0,fire,,0.12,0.18,70.0,False,False,False,red,upright,Gen 6,409.0
655.0,delphox,240.0,1.5,39.0,75.0,69.0,72.0,114.0,100.0,104.0,fire,psychic,0.12,0.18,70.0,False,False,False,red,upright,Gen 6,534.0
