pokemon_id,pokemon_name,pokemon_base_exp,pokemon_height,pokemon_weight,pokemon_hp,pokemon_atk,pokemon_def,pokemon_sp_atk,pokemon_sp_def,pokemon_speed,pokemon_type_1,pokemon_type_2,p_species_gender_rate,p_species_capture_rate,p_species_base_happiness,p_species_is_baby,p_species_is_legendary,p_species_is_mythical,p_species_color,p_species_shape,p_species_gen
758,salazzle,168,12,222,68,64,60,111,60,117,poison,fire,8,45,70,False,False,False,black,quadruped,generation-vii
759,stufful,68,5,68,70,75,50,45,50,50,normal,fighting,4,140,70,False,False,False,pink,quadruped,generation-vii
760,bewear,175,21,1350,120,125,80,55,60,60,normal,fighting,4,70,70,False,False,False,pink,upright,generation-vii
761,bounsweet,42,3,32,42,30,38,30,38,32,grass,,8,235,70,False,False,False,purple,legs,generation-vii
762,steenee,102,7,82,52,40,48,40,48,62,grass,,8,120,70,False,False,False,purple,humanoid,generation-vii
763,tsareena,230,12,214,72,120,98,50,98,72,grass,,8,45,70,False,False,False,purple,humanoid,generation-vii
764,comfey,170,1,3,51,52,90,82,110,100,fairy,,6,60,70,False,False,False,green,ball,generation-vii
765,oranguru,172,15,760,90,60,80,90,110,60,normal,psychic,4,45,70,False,False,False,white,humanoid,generation-vii
766,passimian,172,20,828,100,120,90,40,60,80,fighting,,4,45,70,False,False,False,white,upright,generation-vii
767,wimpod,46,5,120,25,35,40,20,30,80,bug,water,4,90,70,False,False,False,gray,tentacles,generation-vii
768,golisopod,186,20,1080,75,125,140,60,90,40,bug,water,4,45,70,False,False,False,gray,humanoid,generation-vii
769,sandygast,64,5,700,55,55,80,70,45,15,ghost,ground,4,140,70,False,False,False,brown,squiggle,generation-vii
770,palossand,168,13,2500,85,75,110,100,75,35,ghost,ground,4,60,70,False,False,False,brown,squiggle,generation-vii
771,pyukumuku,144,3,12,55,60,130,30,130,5,water,,4,60,70,False,False,False,black,squiggle,generation-vii
772,type-null,107,19,1205,95,95,95,95,95,59,normal,,-1,3,0,False,True,False,gray,quadruped,generation-vii
773,silvally,257,23,1005,95,95,95,95,95,95,normal,,-1,3,0,False,True,False,gray,quadruped,generation-vii
774,minior-red-meteor,154,3,400,60,60,100,60,100,60,rock,flying,-1,30,70,False,False,False,brown,ball,generation-vii
775,komala,168,4,199,65,115,65,75,95,65,normal,,4,45,70,False,False,False,blue,humanoid,generation-vii
776,turtonator,170,20,2120,60,78,135,91,85,36,fire,dragon,4,70,70,False,False,False,red,upright,generation-vii
777,togedemaru,152,3,33,65,98,63,40,73,96,electric,steel,4,180,70,False,False,False,gray,upright,generation-vii
778,mimikyu-disguised,167,2,7,55,90,80,50,105,96,ghost,fairy,4,45,70,False,False,False,yellow,squiggle,generation-vii
779,bruxish,166,9,190,68,105,70,70,70,92,water,psychic,4,80,70,False,False,False,pink,fish,generation-vii
780,drampa,170,30,1850,78,60,85,135,91,36,normal,dragon,4,70,70,False,False,False,white,squiggle,generation-vii
781,dhelmise,181,39,2100,70,131,100,86,90,40,ghost,grass,-1,25,70,False,False,False,green,blob,generation-vii
782,jangmo-o,60,6,297,45,55,65,45,45,45,dragon,,4,45,70,False,False,False,gray,quadruped,generation-vii
783,hakamo-o,147,12,470,55,75,90,65,70,65,dragon,fighting,4,45,70,False,False,False,gray,upright,generation-vii
784,kommo-o,270,16,782,75,110,125,100,105,85,dragon,fighting,4,45,70,False,False,False,gray,upright,generation-vii
785,tapu-koko,257,18,205,70,115,85,95,75,130,electric,fairy,-1,3,70,False,True,False,yellow,arms,generation-vii
786,tapu-lele,257,12,186,70,85,75,130,115,95,psychic,fairy,-1,3,70,False,True,False,pink,arms,generation-vii
787,tapu-bulu,257,19,455,70,130,115,85,95,75,grass,fairy,-1,3,70,False,True,False,red,arms,generation-vii
788,tapu-fini,257,13,212,70,75,115,95,130,85,water,fairy,-1,3,70,False,True,False,purple,arms,generation-vii
789,cosmog,40,2,1,43,29,31,29,31,37,psychic,,-1,45,0,False,True,False,blue,ball,generation-vii
790,cosmoem,140,1,9999,43,29,131,29,131,37,psychic,,-1,45,0,False,True,False,blue,ball,generation-vii
791,solgaleo,306,34,2300,137,137,107,113,89,97,psychic,steel,-1,45,0,False,True,False,white,quadruped,generation-vii
792,lunala,306,40,1200,137,113,89,137,107,97,psychic,ghost,-1,45,0,False,True,False,purple,wings,generation-vii
793,nihilego,257,12,555,109,53,47,127,131,103,rock,poison,-1,45,0,False,False,False,white,tentacles,generation-vii
794,buzzwole,257,24,3336,107,139,139,53,53,79,bug,fighting,-1,45,0,False,False,False,red,tentacles,generation-vii
795,pheromosa,257,18,250,71,137,37,137,37,151,bug,fighting,-1,45,0,False,False,False,white,humanoid,generation-vii
796,xurkitree,257,38,1000,83,89,71,173,71,83,electric,,-1,45,0,False,False,False,black,upright,generation-vii
797,celesteela,257,92,9999,97,101,103,107,101,61,steel,flying,-1,45,0,False,False,False,green,humanoid,generation-vii
798,kartana,257,3,1,59,181,131,59,31,109,grass,steel,-1,45,0,False,False,False,white,humanoid,generation-vii
799,guzzlord,257,55,8880,223,101,53,97,53,43,dark,dragon,-1,45,0,False,False,False,black,upright,generation-vii
800,necrozma,270,24,2300,97,107,101,127,89,79,psychic,,-1,255,0,False,True,False,black,arms,generation-vii
801,magearna,270,10,805,80,95,115,130,115,65,steel,fairy,-1,3,0,False,False,True,gray,humanoid,generation-vii
802,marshadow,270,7,222,90,125,80,90,90,125,fighting,ghost,-1,3,0,False,False,True,gray,humanoid,generation-vii
803,poipole,189,6,18,67,73,67,73,67,73,poison,,-1,45,0,False,False,False,purple,upright,generation-vii
804,naganadel,243,36,1500,73,73,73,127,73,121,poison,dragon,-1,45,0,False,False,False,purple,wings,generation-vii
805,stakataka,257,55,8200,61,131,211,53,101,13,rock,steel,-1,30,0,False,False,False,gray,quadruped,generation-vii
806,blacephalon,257,18,130,53,127,53,151,79,107,fire,ghost,-1,30,0,False,False,False,white,humanoid,generation-vii
807,zeraora,270,15,445,88,112,75,102,80,143,electric,,-1,3,0,False,False,True,yellow,humanoid,generation-vii
808,meltan,135,2,80,46,65,65,55,35,34,steel,,-1,3,0,False,False,True,gray,ball,generation-vii
809,melmetal,270,25,8000,135,143,143,80,65,34,steel,,-1,3,0,False,False,True,gray,humanoid,generation-vii
810,grookey,62,3,50,50,65,50,40,40,65,grass,,1,45,50,False,False,False,green,upright,generation-viii
811,thwackey,147,7,140,70,85,70,55,60,80,grass,,1,45,50,False,False,False,green,upright,generation-viii
812,rillaboom,265,21,900,100,125,90,60,70,85,grass,,1,45,50,False,False,False,green,humanoid,generation-viii
813,scorbunny,62,3,45,50,71,40,40,40,69,fire,,1,45,50,False,False,False,white,upright,generation-viii
814,raboot,147,6,90,65,86,60,55,60,94,fire,,1,45,50,False,False,False,gray,upright,generation-viii
815,cinderace,265,14,330,80,116,75,65,75,119,fire,,1,45,50,False,False,False,white,upright,generation-viii
816,sobble,62,3,40,50,40,40,70,40,70,water,,1,45,50,False,False,False,blue,quadruped,generation-viii
817,drizzile,147,7,115,65,60,55,95,55,90,water,,1,45,50,False,False,False,blue,upright,generation-viii
818,inteleon,265,19,452,70,85,65,125,65,120,water,,1,45,50,False,False,False,blue,upright,generation-viii
819,skwovet,55,3,25,70,55,55,35,35,25,normal,,4,255,50,False,False,False,brown,upright,generation-viii
820,greedent,161,6,60,120,95,95,55,75,20,normal,,4,90,50,False,False,False,brown,upright,generation-viii
821,rookidee,49,2,18,38,47,35,33,35,57,flying,,4,255,50,False,False,False,blue,wings,generation-viii
822,corvisquire,128,8,160,68,67,55,43,55,77,flying,,4,120,50,False,False,False,blue,wings,generation-viii
823,corviknight,248,22,750,98,87,105,53,85,67,flying,steel,4,45,50,False,False,False,purple,wings,generation-viii
824,blipbug,36,4,80,25,20,20,25,45,45,bug,,4,255,50,False,False,False,blue,armor,generation-viii
825,dottler,117,4,195,50,35,80,50,90,30,bug,psychic,4,120,50,False,False,False,yellow,armor,generation-viii
826,orbeetle,253,4,408,60,45,110,80,120,90,bug,psychic,4,45,50,False,False,False,red,wings,generation-viii
827,nickit,49,6,89,40,28,28,47,52,50,dark,,4,255,50,False,False,False,brown,quadruped,generation-viii
828,thievul,159,12,199,70,58,58,87,92,90,dark,,4,127,50,False,False,False,brown,quadruped,generation-viii
829,gossifleur,50,4,22,40,40,60,40,60,10,grass,,4,190,50,False,False,False,green,blob,generation-viii
830,eldegoss,161,5,25,60,50,90,80,120,60,grass,,4,75,50,False,False,False,green,blob,generation-viii
831,wooloo,122,6,60,42,40,55,40,45,48,normal,,4,255,50,False,False,False,white,quadruped,generation-viii
832,dubwool,172,13,430,72,80,100,60,90,88,normal,,4,127,50,False,False,False,white,quadruped,generation-viii
833,chewtle,57,3,85,50,64,50,38,38,44,water,,4,255,50,False,False,False,green,quadruped,generation-viii
834,drednaw,170,10,1155,90,115,90,48,68,74,water,rock,4,75,50,False,False,False,green,quadruped,generation-viii
835,yamper,54,3,135,59,45,50,40,50,26,electric,,4,255,50,False,False,False,yellow,quadruped,generation-viii
836,boltund,172,10,340,69,90,60,90,60,121,electric,,4,45,50,False,False,False,yellow,quadruped,generation-viii
837,rolycoly,48,3,120,30,40,50,40,50,30,rock,,4,255,50,False,False,False,black,ball,generation-viii
838,carkol,144,11,780,80,60,90,60,70,50,rock,fire,4,120,50,False,False,False,black,legs,generation-viii
839,coalossal,255,28,3105,110,80,120,80,90,30,rock,fire,4,45,50,False,False,False,black,humanoid,generation-viii
840,applin,52,2,5,40,40,80,40,40,20,grass,dragon,4,255,50,False,False,False,green,squiggle,generation-viii
841,flapple,170,3,10,70,110,80,95,60,70,grass,dragon,4,45,50,False,False,False,green,wings,generation-viii
842,appletun,170,4,130,110,85,80,100,80,30,grass,dragon,4,45,50,False,False,False,green,quadruped,generation-viii
843,silicobra,63,22,76,52,57,75,35,50,46,ground,,4,255,50,False,False,False,green,squiggle,generation-viii
844,sandaconda,179,38,655,72,107,125,65,70,71,ground,,4,120,50,False,False,False,green,squiggle,generation-viii
845,cramorant,166,8,180,70,85,55,85,95,85,flying,water,4,45,50,False,False,False,blue,wings,generation-viii
846,arrokuda,56,5,10,41,63,40,40,30,66,water,,4,255,50,False,False,False,brown,fish,generation-viii
847,barraskewda,172,13,300,61,123,60,60,50,136,water,,4,60,50,False,False,False,brown,fish,generation-viii
848,toxel,48,4,110,40,38,35,54,35,40,electric,poison,4,75,50,True,False,False,purple,upright,generation-viii
849,toxtricity-amped,176,16,400,75,98,70,114,70,75,electric,poison,4,45,50,False,False,False,purple,upright,generation-viii
850,sizzlipede,61,7,10,50,65,45,50,50,45,fire,bug,4,190,50,False,False,False,red,tentacles,generation-viii
851,centiskorch,184,30,1200,100,115,65,90,90,65,fire,bug,4,75,50,False,False,False,red,tentacles,generation-viii
852,clobbopus,62,6,40,50,68,60,50,50,32,fighting,,4,180,50,False,False,False,brown,tentacles,generation-viii
853,grapploct,168,16,390,80,118,90,70,80,42,fighting,,4,45,50,False,False,False,blue,tentacles,generation-viii
854,sinistea,62,1,2,40,45,45,74,54,50,ghost,,-1,120,50,False,False,False,purple,ball,generation-viii
855,polteageist,178,2,4,60,65,65,134,114,70,ghost,,-1,60,50,False,False,False,purple,ball,generation-viii
856,hatenna,53,4,34,42,30,45,56,53,39,psychic,,8,235,50,False,False,False,pink,legs,generation-viii
857,hattrem,130,6,48,57,40,65,86,73,49,psychic,,8,120,50,False,False,False,pink,humanoid,generation-viii
858,hatterene,255,21,51,57,90,95,136,103,29,psychic,fairy,8,45,50,False,False,False,pink,blob,generation-viii
859,impidimp,53,4,55,45,45,30,55,40,50,dark,fairy,0,255,50,False,False,False,pink,humanoid,generation-viii
860,morgrem,130,8,125,65,60,45,75,55,70,dark,fairy,0,120,50,False,False,False,pink,humanoid,generation-viii
861,grimmsnarl,255,15,610,95,120,65,95,75,60,dark,fairy,0,45,50,False,False,False,purple,humanoid,generation-viii
862,obstagoon,260,16,460,93,90,101,60,81,95,dark,normal,4,45,50,False,False,False,gray,upright,generation-viii
863,perrserker,154,8,280,70,110,100,50,60,50,steel,,4,90,50,False,False,False,brown,upright,generation-viii
864,cursola,179,10,4,60,95,50,145,130,30,ghost,,6,30,50,False,False,False,white,arms,generation-viii
865,sirfetchd,177,8,1170,62,135,95,68,82,65,fighting,,4,45,50,False,False,False,white,wings,generation-viii
866,mr-rime,182,15,582,80,85,75,110,100,70,ice,psychic,4,45,50,False,False,False,purple,humanoid,generation-viii
867,runerigus,169,16,666,58,95,145,50,105,30,ground,ghost,4,90,50,False,False,False,gray,blob,generation-viii
868,milcery,54,2,3,45,40,40,50,61,34,fairy,,8,200,50,False,False,False,white,ball,generation-viii
869,alcremie,173,3,5,65,60,75,110,121,64,fairy,,8,100,50,False,False,False,white,blob,generation-viii
870,falinks,165,30,620,65,100,100,70,60,75,fighting,,-1,45,50,False,False,False,yellow,heads,generation-viii
871,pincurchin,152,3,10,48,101,95,91,85,15,electric,,4,75,50,False,False,False,purple,tentacles,generation-viii
872,snom,37,3,38,30,25,35,45,30,20,ice,bug,4,190,50,False,False,False,white,squiggle,generation-viii
873,frosmoth,166,13,420,70,65,60,125,90,65,ice,bug,4,75,50,False,False,False,white,bug-wings,generation-viii
874,stonjourner,165,25,5200,100,125,135,20,20,70,rock,,4,60,50,False,False,False,gray,legs,generation-viii
875,eiscue-ice,165,14,890,75,80,110,65,90,50,ice,,4,60,50,False,False,False,blue,upright,generation-viii
876,indeedee-male,166,9,280,60,65,55,105,95,95,psychic,normal,4,30,140,False,False,False,purple,upright,generation-viii
877,morpeko-full-belly,153,3,30,58,95,58,70,58,97,electric,dark,4,180,50,False,False,False,yellow,humanoid,generation-viii
878,cufant,66,12,1000,72,80,49,40,49,40,steel,,4,190,50,False,False,False,yellow,quadruped,generation-viii
879,copperajah,175,30,6500,122,130,69,80,69,30,steel,,4,90,50,False,False,False,green,quadruped,generation-viii
880,dracozolt,177,18,1900,90,100,90,80,70,75,electric,dragon,-1,45,50,False,False,False,green,upright,generation-viii
881,arctozolt,177,23,1500,90,100,90,90,80,55,electric,ice,-1,45,50,False,False,False,blue,upright,generation-viii
882,dracovish,177,23,2150,90,90,100,70,80,75,water,dragon,-1,45,50,False,False,False,green,legs,generation-viii
883,arctovish,177,20,1750,90,90,100,80,90,55,water,ice,-1,45,50,False,False,False,blue,fish,generation-viii
884,duraludon,187,18,400,70,95,115,120,50,85,steel,dragon,4,45,50,False,False,False,white,upright,generation-viii
885,dreepy,54,5,20,28,60,30,40,30,82,dragon,ghost,4,45,50,False,False,False,green,squiggle,generation-viii
886,drakloak,144,14,110,68,80,50,60,50,102,dragon,ghost,4,45,50,False,False,False,green,arms,generation-viii
887,dragapult,300,30,500,88,120,75,100,75,142,dragon,ghost,4,45,50,False,False,False,green,upright,generation-viii
888,zacian,335,28,1100,92,120,115,80,115,138,fairy,,-1,10,0,False,True,False,blue,quadruped,generation-viii
889,zamazenta,335,29,2100,92,120,115,80,115,138,fighting,,-1,10,0,False,True,False,red,quadruped,generation-viii
890,eternatus,345,200,9500,140,85,95,145,95,130,poison,dragon,-1,255,0,False,True,False,purple,wings,generation-viii
891,kubfu,77,6,120,60,90,60,53,50,72,fighting,,1,3,50,False,True,False,gray,upright,generation-viii
892,urshifu-single-strike,275,19,1050,100,130,100,63,60,97,fighting,dark,1,3,50,False,True,False,gray,humanoid,generation-viii
893,zarude,300,18,700,105,120,105,70,95,105,dark,grass,-1,3,0,False,False,True,green,upright,generation-viii
894,regieleki,290,12,1450,80,100,50,100,50,200,electric,,-1,3,35,False,True,False,yellow,humanoid,generation-viii
895,regidrago,290,21,2000,200,100,50,100,50,80,dragon,,-1,3,35,False,True,False,green,humanoid,generation-viii
896,glastrier,290,22,8000,100,145,130,65,110,30,ice,,-1,3,35,False,True,False,white,quadruped,generation-viii
897,spectrier,290,20,445,100,65,60,145,80,130,ghost,,-1,3,35,False,True,False,black,quadruped,generation-viii
898,calyrex,250,11,77,100,80,80,80,80,80,psychic,grass,-1,3,100,False,True,False,green,humanoid,generation-viii
899,wyrdeer,263,18,951,103,105,72,105,75,65,normal,psychic,4,135,50,False,False,False,gray,quadruped,generation-viii
900,kleavor,175,18,890,70,135,95,45,70,85,bug,rock,4,115,50,False,False,False,brown,bug-wings,generation-viii
901,ursaluna,275,24,2900,130,140,105,45,80,50,ground,normal,4,75,50,False,False,False,brown,quadruped,generation-viii
902,basculegion-male,265,30,1100,120,112,65,80,75,78,water,ghost,4,135,50,False,False,False,green,fish,generation-viii
903,sneasler,102,13,430,80,130,60,40,80,120,fighting,poison,4,135,50,False,False,False,gray,upright,generation-viii
904,overqwil,179,25,605,85,115,95,65,65,85,dark,poison,4,135,50,False,False,False,black,fish,generation-viii
905,enamorus-incarnate,116,16,480,74,115,70,135,80,106,fairy,flying,8,3,50,False,True,False,pink,arms,generation-viii
906,sprigatito,62,4,41,40,61,54,45,45,65,grass,,1,45,50,False,False,False,green,quadruped,generation-ix
907,floragato,144,9,122,61,80,63,60,63,83,grass,,1,45,50,False,False,False,green,upright,generation-ix
908,meowscarada,265,15,312,76,110,70,81,70,123,grass,dark,1,45,50,False,False,False,green,upright,generation-ix
909,fuecoco,62,4,98,67,45,59,63,40,36,fire,,1,45,50,False,False,False,red,upright,generation-ix
910,crocalor,144,10,307,81,55,78,90,58,49,fire,,1,45,50,False,False,False,red,upright,generation-ix
911,skeledirge,265,16,3265,104,75,100,110,75,66,fire,ghost,1,45,50,False,False,False,red,quadruped,generation-ix
912,quaxly,62,5,61,55,65,45,50,45,50,water,,1,45,50,False,False,False,white,upright,generation-ix
913,quaxwell,144,12,215,70,85,65,65,60,65,water,,1,45,50,False,False,False,blue,upright,generation-ix
914,quaquaval,265,18,619,85,120,80,85,75,85,water,fighting,1,45,50,False,False,False,blue,upright,generation-ix
915,lechonk,51,5,102,54,45,40,35,45,35,normal,,4,255,50,False,False,False,gray,quadruped,generation-ix
916,oinkologne-male,171,10,1200,110,100,75,59,80,65,normal,,0,100,50,False,False,False,gray,quadruped,generation-ix
917,tarountula,42,3,40,35,41,45,29,40,20,bug,,4,255,50,False,False,False,white,armor,generation-ix
918,spidops,141,10,165,60,79,92,52,86,35,bug,,4,120,50,False,False,False,green,armor,generation-ix
919,nymble,42,2,10,33,46,40,21,25,45,bug,,4,190,20,False,False,False,gray,armor,generation-ix
920,lokix,158,10,175,71,102,78,52,55,92,bug,dark,4,30,0,False,False,False,gray,humanoid,generation-ix
921,pawmi,48,3,25,45,50,20,40,25,60,electric,,4,190,50,False,False,False,yellow,quadruped,generation-ix
922,pawmo,123,4,65,60,75,40,50,40,85,electric,fighting,4,80,50,False,False,False,yellow,upright,generation-ix
923,pawmot,245,9,410,70,115,70,70,60,105,electric,fighting,4,45,50,False,False,False,yellow,upright,generation-ix
924,tandemaus,61,3,18,50,50,45,40,45,75,normal,,-1,150,50,False,False,False,white,heads,generation-ix
925,maushold-family-of-four,165,3,23,74,75,70,65,75,111,normal,,-1,75,50,False,False,False,white,heads,generation-ix
926,fidough,62,3,109,37,55,70,30,55,65,fairy,,4,190,50,False,False,False,yellow,quadruped,generation-ix
927,dachsbun,167,5,149,57,80,115,50,80,95,fairy,,4,90,50,False,False,False,brown,quadruped,generation-ix
928,smoliv,52,3,65,41,35,45,58,51,30,grass,normal,4,255,50,False,False,False,green,legs,generation-ix
929,dolliv,124,6,119,52,53,60,78,78,33,grass,normal,4,120,50,False,False,False,green,humanoid,generation-ix
930,arboliva,255,14,482,78,69,90,125,109,39,grass,normal,4,45,50,False,False,False,green,humanoid,generation-ix
931,squawkabilly-green-plumage,146,6,24,82,96,51,45,51,92,normal,flying,4,190,50,False,False,False,green,wings,generation-ix
932,nacli,56,4,160,55,55,75,35,35,25,rock,,4,255,50,False,False,False,brown,ball,generation-ix
933,naclstack,124,6,1050,60,60,100,35,65,35,rock,,4,120,50,False,False,False,brown,quadruped,generation-ix
934,garganacl,250,23,2400,100,100,130,45,90,35,rock,,4,45,50,False,False,False,brown,humanoid,generation-ix
935,charcadet,51,6,105,40,50,40,50,40,35,fire,,4,90,50,False,False,False,red,humanoid,generation-ix
936,armarouge,263,15,850,85,60,100,125,80,75,fire,psychic,4,25,20,False,False,False,red,humanoid,generation-ix
937,ceruledge,263,16,620,75,125,80,60,100,85,fire,ghost,4,25,20,False,False,False,blue,humanoid,generation-ix
938,tadbulb,54,3,4,61,31,41,59,35,45,electric,,4,190,50,False,False,False,yellow,ball,generation-ix
939,bellibolt,173,12,1130,109,64,91,103,83,45,electric,,4,50,50,False,False,False,green,humanoid,generation-ix
940,wattrel,56,4,36,40,40,35,55,40,70,electric,flying,4,180,50,False,False,False,black,wings,generation-ix
941,kilowattrel,172,14,386,70,70,60,105,60,125,electric,flying,4,90,50,False,False,False,yellow,wings,generation-ix
942,maschiff,68,5,160,60,78,60,40,51,51,dark,,4,150,50,False,False,False,brown,quadruped,generation-ix
943,mabosstiff,177,11,610,80,120,90,60,70,85,dark,,4,75,50,False,False,False,gray,quadruped,generation-ix
944,shroodle,58,2,7,40,65,35,40,35,75,poison,normal,4,190,50,False,False,False,gray,quadruped,generation-ix
945,grafaiai,170,7,272,63,95,65,80,72,110,poison,normal,4,90,50,False,False,False,gray,upright,generation-ix
946,bramblin,55,6,6,40,65,30,45,35,60,grass,ghost,4,190,50,False,False,False,brown,ball,generation-ix
947,brambleghast,168,12,60,55,115,70,80,70,90,grass,ghost,4,45,50,False,False,False,brown,ball,generation-ix
948,toedscool,67,9,330,40,40,35,50,100,70,ground,grass,4,190,50,False,False,False,yellow,legs,generation-ix
949,toedscruel,180,19,580,80,70,65,80,120,100,ground,grass,4,90,50,False,False,False,black,tentacles,generation-ix
950,klawf,158,13,790,70,100,115,35,55,75,rock,,4,120,50,False,False,False,red,armor,generation-ix
951,capsakid,61,3,30,50,62,40,62,40,50,grass,,4,190,50,False,False,False,green,upright,generation-ix
952,scovillain,170,9,150,65,108,65,108,65,75,grass,fire,4,75,50,False,False,False,green,upright,generation-ix
953,rellor,54,2,10,41,50,60,31,58,30,bug,,4,190,50,False,False,False,brown,armor,generation-ix
954,rabsca,165,3,35,75,50,85,115,100,45,bug,psychic,4,45,50,False,False,False,green,armor,generation-ix
955,flittle,51,2,15,30,35,30,55,30,75,psychic,,4,120,50,False,False,False,yellow,legs,generation-ix
956,espathra,168,19,900,95,60,60,101,60,105,psychic,,4,60,50,False,False,False,yellow,upright,generation-ix
957,tinkatink,59,4,89,50,45,45,35,64,58,fairy,steel,8,190,50,False,False,False,pink,humanoid,generation-ix
958,tinkatuff,133,7,591,65,55,55,45,82,78,fairy,steel,8,90,50,False,False,False,pink,humanoid,generation-ix
959,tinkaton,253,7,1128,85,75,77,70,105,94,fairy,steel,8,45,50,False,False,False,pink,humanoid,generation-ix
960,wiglett,49,12,18,10,55,25,35,25,95,water,,4,255,50,False,False,False,white,blob,generation-ix
961,wugtrio,149,12,54,35,100,50,50,70,120,water,,4,50,50,False,False,False,red,blob,generation-ix
962,bombirdier,243,15,429,70,103,85,60,85,82,flying,dark,4,25,50,False,False,False,white,wings,generation-ix
963,finizen,63,13,602,70,45,40,45,40,75,water,,4,200,50,False,False,False,blue,fish,generation-ix
964,palafin-zero,160,13,602,100,70,72,53,62,100,water,,4,45,50,False,False,False,blue,fish,generation-ix
965,varoom,60,10,350,45,70,63,30,45,47,steel,poison,4,190,50,False,False,False,gray,legs,generation-ix
966,revavroom,175,18,1200,80,119,90,54,67,90,steel,poison,4,75,50,False,False,False,gray,legs,generation-ix
967,cyclizar,175,16,630,70,95,65,85,65,121,dragon,normal,4,190,50,False,False,False,green,quadruped,generation-ix
968,orthworm,240,25,3100,70,85,145,60,55,65,steel,,4,25,50,False,False,False,pink,squiggle,generation-ix
969,glimmet,70,7,80,48,35,42,105,60,60,rock,poison,4,70,50,False,False,False,blue,ball,generation-ix
970,glimmora,184,15,450,83,55,90,130,81,86,rock,poison,4,25,50,False,False,False,blue,ball,generation-ix
971,greavard,58,6,350,50,61,60,30,55,34,ghost,,4,120,50,False,False,False,white,quadruped,generation-ix
972,houndstone,171,20,150,72,101,100,50,97,68,ghost,,4,60,50,False,False,False,white,quadruped,generation-ix
973,flamigo,175,16,370,82,115,74,75,64,90,flying,fighting,4,100,50,False,False,False,pink,wings,generation-ix
974,cetoddle,67,12,450,108,68,45,30,40,43,ice,,4,150,50,False,False,False,white,upright,generation-ix
975,cetitan,182,45,7000,170,113,65,45,55,73,ice,,4,50,50,False,False,False,white,upright,generation-ix
976,veluza,167,25,900,90,102,73,78,65,70,water,psychic,4,100,50,False,False,False,gray,fish,generation-ix
977,dondozo,265,120,2200,150,100,115,65,65,35,water,,4,25,50,False,False,False,blue,fish,generation-ix
978,tatsugiri-curly,166,3,80,68,50,60,120,95,82,dragon,water,4,100,50,False,False,False,pink,fish,generation-ix
979,annihilape,268,12,560,110,115,80,50,90,90,fighting,ghost,4,45,50,False,False,False,gray,humanoid,generation-ix
980,clodsire,151,18,2230,130,75,60,45,100,20,poison,ground,4,90,50,False,False,False,brown,quadruped,generation-ix
981,farigiraf,260,32,1600,120,90,70,110,70,60,normal,psychic,4,45,50,False,False,False,brown,quadruped,generation-ix
982,dudunsparce-two-segment,182,36,392,125,100,80,85,75,55,normal,,4,45,50,False,False,False,yellow,squiggle,generation-ix
983,kingambit,275,20,1200,100,135,120,60,85,50,dark,steel,4,25,50,False,False,False,black,humanoid,generation-ix
984,great-tusk,285,22,3200,115,131,131,53,53,87,ground,fighting,-1,30,0,False,False,False,purple,quadruped,generation-ix
985,scream-tail,285,12,80,115,65,99,65,115,111,fairy,psychic,-1,50,0,False,False,False,pink,upright,generation-ix
986,brute-bonnet,285,12,210,111,127,99,79,99,55,grass,dark,-1,50,0,False,False,False,gray,quadruped,generation-ix
987,flutter-mane,285,14,40,55,55,55,135,135,135,ghost,fairy,-1,30,0,False,False,False,gray,wings,generation-ix
988,slither-wing,285,32,920,85,135,79,85,105,81,bug,fighting,-1,30,0,False,False,False,red,quadruped,generation-ix
989,sandy-shocks,285,23,600,85,81,97,121,85,101,electric,ground,-1,30,0,False,False,False,gray,quadruped,generation-ix
990,iron-treads,285,9,2400,90,112,120,72,70,106,ground,steel,-1,30,0,False,False,False,gray,quadruped,generation-ix
991,iron-bundle,285,6,110,56,80,114,124,60,136,ice,water,-1,50,0,False,False,False,red,upright,generation-ix
992,iron-hands,285,18,3807,154,140,108,50,68,50,fighting,electric,-1,50,0,False,False,False,gray,humanoid,generation-ix
993,iron-jugulis,285,13,1110,94,80,86,122,80,108,dark,flying,-1,30,0,False,False,False,blue,upright,generation-ix
994,iron-moth,285,12,360,80,70,60,140,110,110,fire,poison,-1,30,0,False,False,False,yellow,bug-wings,generation-ix
995,iron-thorns,285,16,3030,100,134,110,70,84,72,rock,electric,-1,30,0,False,False,False,green,upright,generation-ix
996,frigibax,64,5,170,65,75,45,35,45,55,dragon,ice,4,45,50,False,False,False,gray,upright,generation-ix
997,arctibax,148,8,300,90,95,66,45,65,62,dragon,ice,4,25,50,False,False,False,gray,upright,generation-ix
998,baxcalibur,300,21,2100,115,145,92,75,86,87,dragon,ice,4,10,50,False,False,False,gray,upright,generation-ix
999,gimmighoul,60,3,50,45,30,70,75,70,10,ghost,,-1,45,50,False,False,False,brown,blob,generation-ix
1000,gholdengo,275,12,300,87,60,95,133,91,84,steel,ghost,-1,45,50,False,False,False,yellow,humanoid,generation-ix
1001,wo-chien,285,15,742,85,85,100,95,135,70,dark,grass,-1,6,0,False,True,False,brown,squiggle,generation-ix
1002,chien-pao,285,19,1522,80,120,80,90,65,135,dark,ice,-1,6,0,False,True,False,white,quadruped,generation-ix
1003,ting-lu,285,27,6997,155,110,125,55,80,45,dark,ground,-1,6,0,False,True,False,brown,quadruped,generation-ix
